study,subject_nr,gender,age,race,condition,bp_ts,ba_ts,bp_rec,ba_rec,bp_tj,ba_tj,feel_ts,feel_tj,avoid_ts,avoid_tj,EQ_mean
2,58,Male,39,White,bp_ts,0.5,NA,NA,NA,NA,NA,5,5,1,1,3.994949495
2,59,Male,42,White,bp_rec,NA,NA,0.75,NA,NA,NA,2,2,1,1,1.742424242
2,60,Female,55,White,ba_rec,NA,NA,NA,NA,NA,NA,4,4,4,3,2.404040404
2,61,Female,56,White,ba_rec,NA,NA,NA,NA,NA,NA,5,6,1,3,2.818181818
2,62,Male,41,White,ba_ts,NA,0.67,NA,NA,NA,NA,4,4,1,1,2.898989899
2,63,Male,32,White,ba_tj,NA,NA,NA,NA,NA,1,2,2,1,1,3.085858586
2,64,Male,34,"1,5",ba_ts,NA,0.5,NA,NA,NA,NA,4,4,1,1,2.242424242
2,66,Female,45,White,bp_tj,NA,NA,NA,NA,0.17,NA,2,4,3,5,3.02020202
2,67,Female,25,"1,5",ba_tj,NA,NA,NA,NA,NA,1.17,4,4,1,1,4.207070707
2,68,Male,31,White,bp_ts,0,NA,NA,NA,NA,NA,3,2,1,1,2.777777778
2,69,Female,38,Hispanic,bp_ts,1,NA,NA,NA,NA,NA,3,2,1,1,2.560606061
2,70,Male,36,White,bp_tj,NA,NA,NA,NA,1.17,NA,1,1,1,1,2.45959596
2,72,Female,25,Black/African American,ba_tj,NA,NA,NA,NA,NA,0.5,1,1,1,1,3.47979798
2,73,Female,NA,Black/African American,ba_ts,NA,0.25,NA,NA,NA,NA,4,4,2,3,3.707070707
2,74,Male,25,White,ba_rec,NA,NA,NA,60,NA,NA,1,1,2,2,4.055555556
2,75,Female,29,White,ba_tj,NA,NA,NA,NA,NA,NA,4,2,1,1,3.181818182
2,76,Male,33,Black/African American,bp_rec,NA,NA,0.75,NA,NA,NA,4,5,1,4,4.580808081
2,78,Male,34,Hispanic,bp_rec,NA,NA,1.5,NA,NA,NA,1,1,1,1,2.313131313
2,81,Male,44,White,bp_ts,0,NA,NA,NA,NA,NA,7,2,3,1,2.01010101
2,83,Male,36,Asian,bp_tj,NA,NA,NA,NA,NA,NA,4,4,1,1,3.828282828
2,84,Male,36,"1,5,6",ba_tj,NA,NA,NA,NA,NA,1,2,2,1,1,2.277777778
2,86,Male,26,Asian,ba_ts,NA,1,NA,NA,NA,NA,1,1,1,1,3.96969697
2,87,Male,55,White,bp_tj,NA,NA,NA,NA,0,NA,7,7,5,5,4.611111111
2,88,Female,37,White,bp_rec,NA,NA,0.17,NA,NA,NA,6,5,1,1,3.212121212
2,89,Female,68,White,bp_tj,NA,NA,NA,NA,0.5,NA,5,5,1,1,2.262626263
2,94,Male,31,White,bp_tj,NA,NA,NA,NA,1.17,NA,2,3,2,3,4.080808081
2,96,Male,39,White,bp_rec,NA,NA,NA,NA,NA,NA,4,3,3,2,4.277777778
2,97,Male,33,White,bp_tj,NA,NA,NA,NA,NA,NA,3,2,1,1,3.101010101
2,98,Female,53,White,ba_rec,NA,NA,NA,0.5,NA,NA,3,2,1,1,3.636363636
2,99,Female,60,White,bp_tj,NA,NA,NA,NA,0.17,NA,4,4,1,1,3.055555556
2,100,Other,34,Asian,bp_ts,1,NA,NA,NA,NA,NA,4,4,1,1,4.747474747
2,101,Female,44,White,ba_rec,NA,NA,NA,1,NA,NA,2,2,1,1,1.803030303
2,102,Male,53,White,ba_ts,NA,0.5,NA,NA,NA,NA,5,4,1,1,3.318181818
2,103,Male,55,White,bp_ts,1,NA,NA,NA,NA,NA,3,4,1,3,3.737373737
2,104,Female,33,Asian,bp_rec,NA,NA,NA,NA,NA,NA,4,1,2,1,2.944444444
2,105,Male,30,White,bp_tj,NA,NA,NA,NA,0.17,NA,2,3,1,2,4.212121212
2,106,Female,24,Asian,ba_ts,NA,0,NA,NA,NA,NA,7,1,5,1,1.904040404
2,107,Male,38,Asian,ba_ts,NA,0.5,NA,NA,NA,NA,5,2,4,1,2.601010101
2,108,Female,36,White,bp_ts,0.5,NA,NA,NA,NA,NA,1,1,3,2,3.666666667
2,109,Female,40,White,ba_tj,NA,NA,NA,NA,NA,NA,3,1,3,3,3.878787879
2,110,Male,29,Asian,ba_tj,NA,NA,NA,NA,NA,0.5,4,4,2,2,5.414141414
2,111,Male,26,White,ba_rec,NA,NA,NA,NA,NA,NA,3,4,2,1,3.505050505
2,112,Female,59,Asian,bp_ts,1,NA,NA,NA,NA,NA,1,4,1,3,2.51010101
2,114,Male,29,White,bp_tj,NA,NA,NA,NA,NA,NA,4,6,5,5,3.303030303
2,115,Female,67,White,ba_rec,NA,NA,NA,0.5,NA,NA,5,4,3,1,3.398989899
2,116,Male,38,White,ba_tj,NA,NA,NA,NA,NA,1,2,2,1,1,1.676767677
2,117,Female,36,"1,2",ba_rec,NA,NA,NA,NA,NA,NA,4,3,3,1,2.929292929
2,118,Male,43,White,ba_tj,NA,NA,NA,NA,NA,0.17,2,1,1,1,2.611111111
2,119,Male,32,White,bp_tj,NA,NA,NA,NA,NA,NA,4,3,3,2,2.818181818
2,120,Female,33,Hispanic,bp_ts,0.5,NA,NA,NA,NA,NA,3,2,2,3,3.888888889
2,121,Female,62,"1,4",ba_ts,NA,0,NA,NA,NA,NA,6,4,1,1,3.939393939
2,122,Male,19,"1,2",bp_rec,NA,NA,0.85,NA,NA,NA,4,4,2,1,2.550505051
2,124,Female,65,White,ba_rec,NA,NA,NA,NA,NA,NA,7,7,5,5,1.53030303
2,125,Male,41,Black/African American,ba_ts,NA,0.25,NA,NA,NA,NA,2,2,2,2,3.813131313
2,126,Male,56,White,ba_tj,NA,NA,NA,NA,NA,0.3,5,2,2,1,3.02020202
2,127,Male,39,White,bp_tj,NA,NA,NA,NA,1.17,NA,4,4,1,1,2.419191919
2,128,Female,37,White,ba_tj,NA,NA,NA,NA,NA,1,4,4,1,1,4.055555556
2,129,Female,56,Other,bp_rec,NA,NA,1,NA,NA,NA,4,4,1,3,3.732323232
2,130,Male,48,White,ba_tj,NA,NA,NA,NA,NA,1,4,3,1,1,3.085858586
2,131,Male,49,White,bp_ts,0.5,NA,NA,NA,NA,NA,3,3,3,3,3.434343434
2,133,Female,26,White,ba_rec,NA,NA,NA,1,NA,NA,5,3,3,1,2.868686869
2,135,Male,23,White,ba_tj,NA,NA,NA,NA,NA,0.17,4,4,1,1,2.823232323
2,136,Male,50,White,ba_rec,NA,NA,NA,0.6,NA,NA,3,6,3,5,5.52020202
2,137,Male,33,White,bp_tj,NA,NA,NA,NA,0.17,NA,4,4,1,1,3.727272727
2,138,Male,34,White,ba_tj,NA,NA,NA,NA,NA,NA,6,3,4,1,3.626262626
2,139,Male,54,White,bp_rec,NA,NA,0.75,NA,NA,NA,3,5,1,1,2.823232323
2,141,Female,27,White,bp_ts,1,NA,NA,NA,NA,NA,4,2,1,1,4.035353535
2,143,Male,32,White,bp_tj,NA,NA,NA,NA,1,NA,1,4,1,1,3.787878788
2,144,Female,28,White,ba_ts,NA,0.15,NA,NA,NA,NA,2,3,1,1,3.494949495
2,146,Male,29,White,ba_rec,NA,NA,NA,1.27,NA,NA,4,4,1,1,3.191919192
2,147,Female,33,White,bp_rec,NA,NA,1,NA,NA,NA,5,4,3,1,3.252525253
2,148,Male,28,Hispanic,bp_ts,1,NA,NA,NA,NA,NA,3,3,3,3,4.095959596
2,149,Female,57,White,bp_ts,0,NA,NA,NA,NA,NA,7,4,1,5,2.656565657
